comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition	mouse
Lymp_Ves_vs_S	-0.0736172764950421	2.52264838763342e-06	3	3.55429120948061	Ad-IL12+Ad-CCL5	1024
Lymp_Ves_vs_Tumor	-0.478593085275036	0.000986322726228738	1173	3530.94647659279	Ad-IL12+Ad-CCL5	1024
NK_vs_NK	1.0088618288117	0.000551600811490404	656	64.2749987349796	Ad-IL12+Ad-CCL5	1024
NK_vs_Treg	-0.010374233795005	0.000112674622915142	134	137.239572404284	Ad-IL12+Ad-CCL5	1024
NK_vs_S	0.304960906508362	1.26129055962601e-05	15	7.43247141900376	Ad-IL12+Ad-CCL5	1024
NK_vs_Tumor	-0.0433648969912846	0.00561859163975578	6682	7383.65463676876	Ad-IL12+Ad-CCL5	1024
Treg_vs_Treg	0.951384672143153	0.00220303957463564	2620	293.033070469132	Ad-IL12+Ad-CCL5	1024
S_vs_Treg	0.40149054973593	3.36342747808991e-05	40	15.8697661536634	Ad-IL12+Ad-CCL5	1024
Treg_vs_Tumor	-0.164124074750362	0.00908459499091906	10804	15765.5328677522	Ad-IL12+Ad-CCL5	1024
S_vs_S	2.78676140781818	0.000442289691730281	526	0.859457525967158	Ad-IL12+Ad-CCL5	1024
S_vs_Tumor	-0.452795905981994	0.00025309736906853	301	853.812573094807	Ad-IL12+Ad-CCL5	1024
Tumor_vs_Tumor	0.025869211036584	0.756991276389679	900264	848204.696508333	Ad-IL12+Ad-CCL5	1024
N_vs_N	2.30083397432106	8.78410943977649e-05	108	0.540244287382908	Ad-IL12	1016
B_vs_N	-3.89624879769412	8.13342713550866e-11	0	0.787496799978686	Ad-IL12	1016
CD8_vs_N	0.0894885492519519	3.90405315847129e-05	48	39.0619205996574	Ad-IL12	1016
CD4_vs_N	0.210732569731978	1.70802783188395e-05	21	12.9267334304518	Ad-IL12	1016
M_vs_N	0.365396097794715	4.06679490202568e-06	5	2.15567156136658	Ad-IL12	1016
DC_vs_N	-3.68177066711636	8.13342713550866e-11	0	0.480585504182855	Ad-IL12	1016
Endo_vs_N	0.131976239813647	4.22939024389164e-05	52	38.3731930913813	Ad-IL12	1016
Mo_vs_N	0.618367729584175	6.50682304267828e-06	8	1.92631668373082	Ad-IL12	1016
Lymp_Ves_vs_N	-1.47043110128778	8.13424047822221e-07	1	29.5443560531422	Ad-IL12	1016
N_vs_NK	0.45399036899913	6.50682304267828e-06	8	2.81258105193606	Ad-IL12	1016
N_vs_Treg	-0.016742378776072	7.32016575622915e-06	9	9.35383519213748	Ad-IL12	1016
N_vs_S	-3.9591028302515	8.13342713550866e-11	0	0.91012874322324	Ad-IL12	1016
N_vs_Tumor	-0.0857360122900863	0.000451405287355002	555	676.128237001429	Ad-IL12	1016
B_vs_B	2.7864297618971	0.000570966666246979	702	1.14790887096808	Ad-IL12	1016
B_vs_CD8	-0.0311355182831922	4.31072451524672e-05	53	56.9393109592461	Ad-IL12	1016
B_vs_CD4	0.917977469278397	0.000126881544648206	156	18.8428854286861	Ad-IL12	1016
B_vs_M	0.405854208891058	6.50682304267828e-06	8	3.14225341392281	Ad-IL12	1016
B_vs_DC	-3.84542928152026	8.13342713550866e-11	0	0.70053410188473	Ad-IL12	1016
B_vs_Endo	-0.747682210482836	8.13350846978001e-06	10	55.9353749223614	Ad-IL12	1016
B_vs_Mo	0.153684548095536	3.25345218847482e-06	4	2.8079301523616	Ad-IL12	1016
B_vs_Lymp_Ves	-1.03206229441424	3.25345218847482e-06	4	43.065861856657	Ad-IL12	1016
B_vs_NK	-4.6127636610438	8.13342713550866e-11	0	4.09980934515737	Ad-IL12	1016
B_vs_Treg	0.488601996344422	3.41604753034077e-05	42	13.6347860650591	Ad-IL12	1016
B_vs_S	0.655397043909295	4.88013761557655e-06	6	1.32666552816121	Ad-IL12	1016
B_vs_Tumor	-0.68619143621658	0.000165108652185097	203	985.570482555556	Ad-IL12	1016
CD8_vs_CD8	0.719227323063067	0.0120342188710329	14796	2824.34016715938	Ad-IL12	1016
CD4_vs_CD8	0.431609196975841	0.00205369043305021	2525	934.656870356424	Ad-IL12	1016
CD8_vs_M	-0.0283928487104168	0.000118748117512698	146	155.864066193002	Ad-IL12	1016
CD8_vs_DC	0.403549088937341	7.15742401267475e-05	88	34.7483411563251	Ad-IL12	1016
CD8_vs_Endo	-0.0563358016090971	0.00198211627425773	2437	2774.54228891913	Ad-IL12	1016
CD8_vs_Mo	-0.214471659018828	6.9134211986095e-05	85	139.280749666413	Ad-IL12	1016
CD8_vs_Lymp_Ves	-1.4002185015286	6.9134211986095e-05	85	2136.18045996642	Ad-IL12	1016
CD8_vs_NK	0.276062881212488	0.000312323683337804	384	203.36136873014	Ad-IL12	1016
CD8_vs_Treg	0.307517445572342	0.00111671962703961	1373	676.321390361295	Ad-IL12	1016
CD8_vs_S	-0.137024097709327	3.90405315847129e-05	48	65.8061131483182	Ad-IL12	1016
CD8_vs_Tumor	-0.122637151215373	0.0299798125028192	36860	48886.8982527843	Ad-IL12	1016
CD4_vs_CD4	1.01908396269814	0.00262872373153067	3232	309.30532924548	Ad-IL12	1016
CD4_vs_M	0.222017754117016	6.99475546996458e-05	86	51.5799838854032	Ad-IL12	1016
CD4_vs_DC	0.261552085905838	1.70802783188395e-05	21	11.4992436721647	Ad-IL12	1016
CD4_vs_Endo	0.16059846484322	0.00108093254764337	1329	918.177294146865	Ad-IL12	1016
CD4_vs_Mo	0.265793140818056	6.9134211986095e-05	85	46.0920788146551	Ad-IL12	1016
CD4_vs_Lymp_Ves	-0.591694323529574	0.000147215112486978	181	706.92467091769	Ad-IL12	1016
CD4_vs_NK	0.69833575022847	0.000273283233087362	336	67.2982322238755	Ad-IL12	1016
CD4_vs_Treg	0.424628715260624	0.000483938995897036	595	223.814553721397	Ad-IL12	1016
CD4_vs_S	0.417874177564709	4.63606160066707e-05	57	21.7771699318317	Ad-IL12	1016
CD4_vs_Tumor	-0.172418550914262	0.00884672877662704	10877	16178.1062542251	Ad-IL12	1016
M_vs_M	2.13435264733997	0.000953237741615886	1172	8.60151599750472	Ad-IL12	1016
DC_vs_M	-4.28276307617022	8.13342713550866e-11	0	1.91762232080341	Ad-IL12	1016
Endo_vs_M	0.325524796192191	0.000263523120524752	324	153.115919960278	Ad-IL12	1016
M_vs_Mo	1.30180090773705	0.000125254859221105	154	7.68634891711744	Ad-IL12	1016
Lymp_Ves_vs_M	-0.0891952521890825	7.80809818351545e-05	96	117.887277348492	Ad-IL12	1016
M_vs_NK	0.975208819282582	8.62144089706631e-05	106	11.2227026352613	Ad-IL12	1016
M_vs_Treg	-0.0405019283596066	2.76537335950008e-05	34	37.3234793672315	Ad-IL12	1016
M_vs_S	0.67035623673882	1.38269074646361e-05	17	3.6315768528582	Ad-IL12	1016
M_vs_Tumor	-0.388052369986429	0.000897930437094427	1104	2697.87288154676	Ad-IL12	1016
DC_vs_DC	1.84617155142302	2.44003627407973e-05	30	0.427514796962564	Ad-IL12	1016
DC_vs_Endo	0.110245240689795	3.57871607305095e-05	44	34.135669325193	Ad-IL12	1016
DC_vs_Mo	0.368162678673291	3.25345218847482e-06	4	1.71359493526763	Ad-IL12	1016
DC_vs_Lymp_Ves	-0.942519281429655	2.44010947492395e-06	3	26.2817943311146	Ad-IL12	1016
DC_vs_NK	0.68089933468718	9.76019389688175e-06	12	2.50198977475129	Ad-IL12	1016
DC_vs_Treg	0.571192897272982	2.52137054543482e-05	31	8.32089798419392	Ad-IL12	1016
DC_vs_S	0.0917601131992221	8.13424047822221e-07	1	0.809623888948662	Ad-IL12	1016
DC_vs_Tumor	-0.0881279769161795	0.000399351353687746	491	601.463888208208	Ad-IL12	1016
Endo_vs_Endo	1.03400285461027	0.0239740899059596	29476	2725.62243121836	Ad-IL12	1016
Endo_vs_Mo	0.65129510359911	0.000498579164740952	613	136.824995259155	Ad-IL12	1016
Endo_vs_Lymp_Ves	-0.433171267483174	0.000629527341622641	774	2098.5159974199	Ad-IL12	1016
Endo_vs_NK	0.380698525501864	0.000390404583838687	480	199.775764985751	Ad-IL12	1016
Endo_vs_Treg	0.438120927078465	0.00148191050542395	1822	664.396704149591	Ad-IL12	1016
Endo_vs_S	0.47276086893521	0.000156161882336038	192	64.6458404417484	Ad-IL12	1016
Endo_vs_Tumor	-0.373201294030309	0.0165401375041047	20336	48024.9398261603	Ad-IL12	1016
Mo_vs_Mo	1.99691924951651	0.000554699811975962	682	6.86855197302562	Ad-IL12	1016
Lymp_Ves_vs_Mo	-0.266736413737313	4.63606160066707e-05	57	105.344540061585	Ad-IL12	1016
Mo_vs_NK	0.714761629411142	4.22939024389164e-05	52	10.0286517251955	Ad-IL12	1016
Mo_vs_Treg	0.225061586083895	4.55472732931198e-05	56	33.3524096566929	Ad-IL12	1016
Mo_vs_S	0.443007001890618	7.32016575622915e-06	9	3.2451915242026	Ad-IL12	1016
Mo_vs_Tumor	-0.341959909264659	0.000892237038099571	1097	2410.8299406306	Ad-IL12	1016
Lymp_Ves_vs_Lymp_Ves	1.36423394841919	0.0303994973430114	37376	1615.6931132456	Ad-IL12	1016
Lymp_Ves_vs_NK	-0.28936175088438	6.42541557047898e-05	79	153.811706976597	Ad-IL12	1016
Lymp_Ves_vs_Treg	-0.258624796632779	0.000229362726555615	282	511.533474454032	Ad-IL12	1016
Lymp_Ves_vs_S	0.0738655722079461	4.79873014337724e-05	59	49.7722387297139	Ad-IL12	1016
Lymp_Ves_vs_Tumor	-0.821824368089398	0.00453275902395325	5573	36975.4458086391	Ad-IL12	1016
NK_vs_NK	1.71860891633941	0.000623020599914235	766	14.6426576984847	Ad-IL12	1016
NK_vs_Treg	0.329529179856909	8.45877235435614e-05	104	48.6972657346989	Ad-IL12	1016
NK_vs_S	0.722324052245304	2.0333649173043e-05	25	4.73824697048161	Ad-IL12	1016
NK_vs_Tumor	-0.269852385202268	0.00153803115265896	1891	3520.01032214767	Ad-IL12	1016
Treg_vs_Treg	0.940445483397741	0.00114843999286809	1412	161.953092045666	Ad-IL12	1016
S_vs_Treg	0.182710690624067	1.95203064594921e-05	24	15.7580458813876	Ad-IL12	1016
Treg_vs_Tumor	-0.147940034182828	0.00677270485707233	8327	11706.5413653866	Ad-IL12	1016
S_vs_S	2.58523660803859	0.000479872282329282	590	1.53325883972562	Ad-IL12	1016
S_vs_Tumor	-0.518722499669578	0.00028060331750932	345	1139.0471995194	Ad-IL12	1016
Tumor_vs_Tumor	0.0421035582035992	0.758307065577067	932334	846190.146841195	Ad-IL12	1016
N_vs_N	2.13334408834355	0.000495938971458835	148	1.08872431038472	Ad-IL12+Ad-CCL5	1020
B_vs_N	-3.43638205990475	3.35093673219704e-10	0	0.273137959030301	Ad-IL12+Ad-CCL5	1020
CD8_vs_N	-0.345233615967835	3.35097024156436e-05	10	22.1430764204075	Ad-IL12+Ad-CCL5	1020
CD4_vs_N	-0.113179794805384	2.34568922190525e-05	7	9.08414460726901	Ad-IL12+Ad-CCL5	1020
M_vs_N	0.70332512185941	2.01059554868555e-05	6	1.18804630165036	Ad-IL12+Ad-CCL5	1020
DC_vs_N	-4.71192323011617	3.35093673219704e-10	0	5.15137576080824	Ad-IL12+Ad-CCL5	1020
Endo_vs_N	-1.06990852265903	1.67550187546584e-05	5	58.7336800103293	Ad-IL12+Ad-CCL5	1020
Mo_vs_N	1.03471646950679	2.01059554868555e-05	6	0.5539135881851	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_N	-3.02924018305135	3.35093673219704e-10	0	0.106964627489705	Ad-IL12+Ad-CCL5	1020
N_vs_NK	-0.148466900962887	3.35127182587026e-06	1	1.40770070541092	Ad-IL12+Ad-CCL5	1020
N_vs_Treg	-0.763090948117664	1.00531452902643e-05	3	17.3870810694181	Ad-IL12+Ad-CCL5	1020
N_vs_S	-2.78620969550084	3.35093673219704e-10	0	0.0611237084440237	Ad-IL12+Ad-CCL5	1020
N_vs_Tumor	-0.0715964984736733	0.00128676004025734	384	452.822330931173	Ad-IL12+Ad-CCL5	1020
B_vs_B	2.9123426032154	0.000187652792096707	56	0.0685245511206374	Ad-IL12+Ad-CCL5	1020
B_vs_CD8	-0.267566367341037	1.00531452902643e-05	3	5.55523068827672	Ad-IL12+Ad-CCL5	1020
B_vs_CD4	-0.357704751116568	3.35127182587026e-06	1	2.27902022017749	Ad-IL12+Ad-CCL5	1020
B_vs_M	-3.4742975061165	3.35093673219704e-10	0	0.298055751094241	Ad-IL12+Ad-CCL5	1020
B_vs_DC	-4.11138736952739	3.35093673219704e-10	0	1.29237149210724	Ad-IL12+Ad-CCL5	1020
B_vs_Endo	0.211861699059126	8.04228166664022e-05	24	14.7350411222941	Ad-IL12+Ad-CCL5	1020
B_vs_Mo	-3.14290615846912	3.35093673219704e-10	0	0.138965232532161	Ad-IL12+Ad-CCL5	1020
B_vs_Lymp_Ves	-2.42870432246257	3.35093673219704e-10	0	0.0268351682444296	Ad-IL12+Ad-CCL5	1020
B_vs_NK	0.753077242194256	6.7022085580673e-06	2	0.353162406620263	Ad-IL12+Ad-CCL5	1020
B_vs_Treg	0.138467670074682	2.01059554868555e-05	6	4.36205179906112	Ad-IL12+Ad-CCL5	1020
B_vs_S	-2.18567383491206	3.35093673219704e-10	0	0.0153346488303033	Ad-IL12+Ad-CCL5	1020
B_vs_Tumor	-0.347820947695022	0.000170898108435722	51	113.603568960611	Ad-IL12+Ad-CCL5	1020
CD8_vs_CD8	0.505407293212566	0.0048320511029218	1442	450.358119758295	Ad-IL12+Ad-CCL5	1020
CD4_vs_CD8	0.117211468061301	0.000810927024285357	242	184.758350974739	Ad-IL12+Ad-CCL5	1020
CD8_vs_M	-0.00294035383451562	8.04228166664022e-05	24	24.1631419428216	Ad-IL12+Ad-CCL5	1020
CD8_vs_DC	0.132045381710554	0.000475833351065653	142	104.771525769921	Ad-IL12+Ad-CCL5	1020
CD8_vs_Endo	0.12880865259327	0.00538495566373432	1607	1194.55802769841	Ad-IL12+Ad-CCL5	1020
CD8_vs_Mo	-0.0517577145322119	3.35097024156436e-05	10	11.2658005304857	Ad-IL12+Ad-CCL5	1020
CD8_vs_Lymp_Ves	-0.0365085116035328	6.7022085580673e-06	2	2.17550567962243	Ad-IL12+Ad-CCL5	1020
CD8_vs_NK	-0.0951006423867966	7.70718799342051e-05	23	28.6305945404681	Ad-IL12+Ad-CCL5	1020
CD8_vs_Treg	0.00533643047896478	0.00119963568522021	358	353.628059165776	Ad-IL12+Ad-CCL5	1020
CD8_vs_S	-4.09452973389826	3.35093673219704e-10	0	1.24316774620056	Ad-IL12+Ad-CCL5	1020
CD8_vs_Tumor	-0.0760683747994998	0.0259027412749768	7730	9209.75069908457	Ad-IL12+Ad-CCL5	1020
CD4_vs_CD4	0.871629023515011	0.0018899286520528	564	75.7966754840022	Ad-IL12+Ad-CCL5	1020
CD4_vs_M	0.326021877603994	7.0370006469811e-05	21	9.91287169890545	Ad-IL12+Ad-CCL5	1020
CD4_vs_DC	0.0742816790500598	0.000170898108435722	51	42.9822700670902	Ad-IL12+Ad-CCL5	1020
CD4_vs_Endo	0.218231741208736	0.00271425908817327	810	490.064598945494	Ad-IL12+Ad-CCL5	1020
CD4_vs_Mo	0.18029610663024	2.34568922190525e-05	7	4.62176795999588	Ad-IL12+Ad-CCL5	1020
CD4_vs_Lymp_Ves	1.04939804138308	3.35097024156436e-05	10	0.892496047631916	Ad-IL12+Ad-CCL5	1020
CD4_vs_NK	0.310336604539745	8.04228166664022e-05	24	11.7456335361783	Ad-IL12+Ad-CCL5	1020
CD4_vs_Treg	0.455407648455465	0.00138728814222325	414	145.075072932917	Ad-IL12+Ad-CCL5	1020
CD4_vs_S	-3.70757581398953	3.35093673219704e-10	0	0.510006620722791	Ad-IL12+Ad-CCL5	1020
CD4_vs_Tumor	-0.161486210120277	0.00872919052246696	2605	3778.27839090488	Ad-IL12+Ad-CCL5	1020
M_vs_M	1.80106556909378	0.00027477714713383	82	1.29642922583987	Ad-IL12+Ad-CCL5	1020
DC_vs_M	-0.272702945366797	1.00531452902643e-05	3	5.62132475840181	Ad-IL12+Ad-CCL5	1020
Endo_vs_M	-0.445072934759218	7.70718799342051e-05	23	64.0918280716356	Ad-IL12+Ad-CCL5	1020
M_vs_Mo	1.12173795036938	2.68078289512495e-05	8	0.604445940629955	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_M	-3.0671556292631	3.35093673219704e-10	0	0.116722781777186	Ad-IL12+Ad-CCL5	1020
M_vs_NK	0.415645074102792	1.34040820224614e-05	4	1.53612223125896	Ad-IL12+Ad-CCL5	1020
M_vs_Treg	0.000613761416704141	6.3668133005417e-05	19	18.9732673037473	Ad-IL12+Ad-CCL5	1020
M_vs_S	-2.8241251417126	3.35093673219704e-10	0	0.0666998936897227	Ad-IL12+Ad-CCL5	1020
M_vs_Tumor	-0.0583594348044333	0.00144760500340279	432	494.132344098548	Ad-IL12+Ad-CCL5	1020
DC_vs_DC	1.02804497526832	0.000871243885464903	260	24.3740972585296	Ad-IL12+Ad-CCL5	1020
DC_vs_Endo	0.411020560543035	0.00239927103534675	716	277.902543979535	Ad-IL12+Ad-CCL5	1020
DC_vs_Mo	0.0586884022805799	1.00531452902643e-05	3	2.62088115838136	Ad-IL12+Ad-CCL5	1020
DC_vs_Lymp_Ves	0.295797934602877	3.35127182587026e-06	1	0.506110669210317	Ad-IL12+Ad-CCL5	1020
DC_vs_NK	-0.346379906901266	1.00531452902643e-05	3	6.66063504154142	Ad-IL12+Ad-CCL5	1020
DC_vs_Treg	0.0759945301484761	0.000328392134848983	98	82.2681987697676	Ad-IL12+Ad-CCL5	1020
DC_vs_S	-3.46121500512348	3.35093673219704e-10	0	0.289211131859441	Ad-IL12+Ad-CCL5	1020
DC_vs_Tumor	-0.178644770594176	0.00475833049481347	1420	2142.56075414285	Ad-IL12+Ad-CCL5	1020
Endo_vs_Endo	0.694267920655695	0.0525158808020857	15672	3168.52038174546	Ad-IL12+Ad-CCL5	1020
Endo_vs_Mo	-0.396226446208979	4.02115758800377e-05	12	29.8821135263718	Ad-IL12+Ad-CCL5	1020
Endo_vs_Lymp_Ves	0.0169490132090406	2.01059554868555e-05	6	5.77044725049303	Ad-IL12+Ad-CCL5	1020
Endo_vs_NK	0.0785622490234614	0.000304935577723604	91	75.9415785918325	Ad-IL12+Ad-CCL5	1020
Endo_vs_Treg	0.369831736463001	0.00736535927246277	2198	937.985168608933	Ad-IL12+Ad-CCL5	1020
Endo_vs_S	0.523217645466786	3.68606391478407e-05	11	3.29745583758239	Ad-IL12+Ad-CCL5	1020
Endo_vs_Tumor	-0.406758341066641	0.0320852195458803	9575	24428.5184346116	Ad-IL12+Ad-CCL5	1020
Mo_vs_Mo	1.62921874753095	4.02115758800377e-05	12	0.28181630578973	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_Mo	-2.73576428161572	3.35093673219704e-10	0	0.0544207197878851	Ad-IL12+Ad-CCL5	1020
Mo_vs_NK	0.4460172830411	6.7022085580673e-06	2	0.716200181613767	Ad-IL12+Ad-CCL5	1020
Mo_vs_Treg	-0.168592289078474	2.01059554868555e-05	6	8.84607826918401	Ad-IL12+Ad-CCL5	1020
Mo_vs_S	-2.49273379406522	3.35093673219704e-10	0	0.0310980955825677	Ad-IL12+Ad-CCL5	1020
Mo_vs_Tumor	-0.0122037222875025	0.00075061016310581	224	230.38379849146	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_Lymp_Ves	2.27948926423606	6.7022085580673e-06	2	0.0105090254942212	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_NK	0.859210836479294	3.35127182587026e-06	1	0.138303315297577	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_Treg	0.721698393270153	3.01587656834466e-05	9	1.70824021470267	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_S	-1.77853195805866	3.35093673219704e-10	0	0.00600526197692234	Ad-IL12+Ad-CCL5	1020
Lymp_Ves_vs_Tumor	-0.250308352650039	8.37737533985992e-05	25	44.4887392382717	Ad-IL12+Ad-CCL5	1020
NK_vs_NK	1.34195834107684	0.000134037804381555	40	1.82013137496136	Ad-IL12+Ad-CCL5	1020
NK_vs_Treg	0.00991063742535562	7.70718799342051e-05	23	22.4811791681291	Ad-IL12+Ad-CCL5	1020
NK_vs_S	-2.89780210324707	3.35093673219704e-10	0	0.0790318418292492	Ad-IL12+Ad-CCL5	1020
NK_vs_Tumor	-0.0490184717785691	0.00175254024603272	523	585.491027064858	Ad-IL12+Ad-CCL5	1020
Treg_vs_Treg	0.894522457695766	0.00729834053781883	2178	277.674141406551	Ad-IL12+Ad-CCL5	1020
S_vs_Treg	0.311533255759122	6.7022085580673e-06	2	0.976154260396895	Ad-IL12+Ad-CCL5	1020
Treg_vs_Tumor	-0.280711977786997	0.0126966996133883	3789	7231.63660703142	Ad-IL12+Ad-CCL5	1020
S_vs_S	3.66862122647979	5.36153228088258e-05	16	0.00343163801736897	Ad-IL12+Ad-CCL5	1020
S_vs_Tumor	-0.928083879984904	1.00531452902643e-05	3	25.4225793148678	Ad-IL12+Ad-CCL5	1020
Tumor_vs_Tumor	0.0479304322097049	0.704748908230382	210314	188337.912026125	Ad-IL12+Ad-CCL5	1020
N_vs_N	2.84919155769359	0.000414452590285172	46	0.0650979358639056	Ad-IL12+Ad-CCL5	1021
B_vs_N	-1.48634276439437	9.0098193326791e-10	0	0.00306438102443428	Ad-IL12+Ad-CCL5	1021
CD8_vs_N	-4.65807439277426	9.0098193326791e-10	0	4.55066004320691	Ad-IL12+Ad-CCL5	1021
CD4_vs_N	-4.5384146025456	9.0098193326791e-10	0	3.45473390770959	Ad-IL12+Ad-CCL5	1021
M_vs_N	-0.0383047596946577	5.40598169780079e-05	6	6.55334826425898	Ad-IL12+Ad-CCL5	1021
DC_vs_N	-4.00635795466386	9.0098193326791e-10	0	1.01474741735705	Ad-IL12+Ad-CCL5	1021
Endo_vs_N	-4.75553950769388	9.0098193326791e-10	0	5.69560034549098	Ad-IL12+Ad-CCL5	1021
Mo_vs_N	0.864639243355175	2.70303589799706e-05	3	0.409728796083191	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_N	-1.92558565812808	9.0098193326791e-10	0	0.00842530551673427	Ad-IL12+Ad-CCL5	1021
N_vs_NK	-3.5315258919867	9.0098193326791e-10	0	0.340036777683291	Ad-IL12+Ad-CCL5	1021
N_vs_Treg	-4.07559302806515	9.0098193326791e-10	0	1.19012623289086	Ad-IL12+Ad-CCL5	1021
N_vs_S	2.00191499740216	9.0098193326791e-10	0	9.95600262855713e-07	Ad-IL12+Ad-CCL5	1021
N_vs_Tumor	-0.313273165179747	0.000270295480962306	30	61.7157295973138	Ad-IL12+Ad-CCL5	1021
B_vs_B	-0.159118310683343	9.0098193326791e-10	0	0.00014425082667052	Ad-IL12+Ad-CCL5	1021
B_vs_CD8	-3.33084993906323	9.0098193326791e-10	0	0.214215030015821	Ad-IL12+Ad-CCL5	1021
B_vs_CD4	-3.21119014883457	9.0098193326791e-10	0	0.162626063188661	Ad-IL12+Ad-CCL5	1021
B_vs_M	-3.48923879454832	9.0098193326791e-10	0	0.308488369116466	Ad-IL12+Ad-CCL5	1021
B_vs_DC	-2.67913350095283	9.0098193326791e-10	0	0.0477676087432869	Ad-IL12+Ad-CCL5	1021
B_vs_Endo	-3.42831505398285	9.0098193326791e-10	0	0.268111260209115	Ad-IL12+Ad-CCL5	1021
B_vs_Mo	-2.28527203389492	9.0098193326791e-10	0	0.0192873265675663	Ad-IL12+Ad-CCL5	1021
B_vs_Lymp_Ves	-0.598361204417049	9.0098193326791e-10	0	0.000396607757341462	Ad-IL12+Ad-CCL5	1021
B_vs_NK	-2.20430143827567	9.0098193326791e-10	0	0.016006686468844	Ad-IL12+Ad-CCL5	1021
B_vs_Treg	-2.74836857435413	9.0098193326791e-10	0	0.0560232854752363	Ad-IL12+Ad-CCL5	1021
B_vs_S	3.32913945111319	9.0098193326791e-10	0	4.68662871246035e-08	Ad-IL12+Ad-CCL5	1021
B_vs_Tumor	0.138899434720054	3.60401783126497e-05	4	2.90516908374027	Ad-IL12+Ad-CCL5	1021
CD8_vs_CD8	0.482395603930399	0.00870348637634994	966	318.113109947654	Ad-IL12+Ad-CCL5	1021
CD4_vs_CD8	0.0579874622038027	0.00248671103680136	276	241.502581381278	Ad-IL12+Ad-CCL5	1021
CD8_vs_M	-0.176670441189809	0.00274799579744906	305	458.110686608083	Ad-IL12+Ad-CCL5	1021
CD8_vs_DC	0.000393831068293595	0.000639698073602149	71	70.9357441957619	Ad-IL12+Ad-CCL5	1021
CD8_vs_Endo	-0.0306726556871954	0.00334264387340588	371	398.149965438033	Ad-IL12+Ad-CCL5	1021
CD8_vs_Mo	0.0481476732132365	0.000288315119627664	32	28.6420212276019	Ad-IL12+Ad-CCL5	1021
CD8_vs_Lymp_Ves	0.229950594479928	9.01072031461237e-06	1	0.588969537328631	Ad-IL12+Ad-CCL5	1021
CD8_vs_NK	-0.0538117038575999	0.000189207106968194	21	23.7702126325353	Ad-IL12+Ad-CCL5	1021
CD8_vs_Treg	0.0436880966705067	0.00082890427958841	92	83.1955702207095	Ad-IL12+Ad-CCL5	1021
CD8_vs_S	0.157407822733307	9.0098193326791e-10	0	6.95972656438076e-05	Ad-IL12+Ad-CCL5	1021
CD8_vs_Tumor	-0.0543201539919714	0.0343003831004913	3807	4314.22749414053	Ad-IL12+Ad-CCL5	1021
CD4_vs_CD4	0.558906157788002	0.00598252093788086	664	183.342009461409	Ad-IL12+Ad-CCL5	1021
CD4_vs_M	0.120502147455233	0.00413550797468164	459	347.784828460565	Ad-IL12+Ad-CCL5	1021
CD4_vs_DC	-0.151420599608545	0.000342374035623739	38	53.8524342435855	Ad-IL12+Ad-CCL5	1021
CD4_vs_Endo	0.0053346762737785	0.00275700561678174	306	302.264324931387	Ad-IL12+Ad-CCL5	1021
CD4_vs_Mo	0.154019222735803	0.000279305300294985	31	21.7442219328258	Ad-IL12+Ad-CCL5	1021
CD4_vs_Lymp_Ves	-3.65043304256828	9.0098193326791e-10	0	0.447129210246025	Ad-IL12+Ad-CCL5	1021
CD4_vs_NK	-0.177188411273676	0.000108118732974082	12	18.0456810210801	Ad-IL12+Ad-CCL5	1021
CD4_vs_Treg	0.275106913840365	0.00107216940157075	119	63.1597514830335	Ad-IL12+Ad-CCL5	1021
CD4_vs_S	0.277067612961961	9.0098193326791e-10	0	5.28362987392247e-05	Ad-IL12+Ad-CCL5	1021
CD4_vs_Tumor	-0.0992688239437315	0.0234795900819437	2606	3275.24092506739	Ad-IL12+Ad-CCL5	1021
M_vs_M	0.91190707872559	0.0485268878267916	5386	659.719435074721	Ad-IL12+Ad-CCL5	1021
DC_vs_M	-0.013618351539189	0.000891973014917164	99	102.153672584959	Ad-IL12+Ad-CCL5	1021
Endo_vs_M	-1.21436625265795	0.000315344577625702	35	573.37075504312	Ad-IL12+Ad-CCL5	1021
M_vs_Mo	0.409913757216455	0.000955041750245918	106	41.2470143483841	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_M	-3.92848168828203	9.0098193326791e-10	0	0.848167619313967	Ad-IL12+Ad-CCL5	1021
M_vs_NK	0.400077034096209	0.000774845363592336	86	34.2311840958166	Ad-IL12+Ad-CCL5	1021
M_vs_Treg	0.00787112843458196	0.00109919885956878	122	119.808893769992	Ad-IL12+Ad-CCL5	1021
M_vs_S	-0.000981032751785032	9.0098193326791e-10	0	0.00010022614646525	Ad-IL12+Ad-CCL5	1021
M_vs_Tumor	-0.502589632174064	0.0175961780577042	1953	6212.86472553552	Ad-IL12+Ad-CCL5	1021
DC_vs_DC	0.85775654107405	0.00102712030490735	114	15.8178951047776	Ad-IL12+Ad-CCL5	1021
