Patient	Tissue	Barcoding.emulsion	Library	Barcode	Total.counts	Percent.counts.from.mitochondrial.genes	Most.likely.LM22.cell.type	Major.cell.type	Minor.subset	used_in_NSCLC_all_cells	x_NSCLC_all_cells	y_NSCLC_all_cells	used_in_NSCLC_and_blood_immune	x_NSCLC_and_blood_immune	y_NSCLC_and_blood_immune	used_in_NSCLC_immune	x_NSCLC_immune	y_NSCLC_immune	used_in_NSCLC_non_immune	x_NSCLC_non_immune	y_NSCLC_non_immune	used_in_blood	x_blood	y_blood	cellID	cellID_new	sizeFactor	UMAP1	UMAP2	clust	CCL5
p1	tumor	p1t	p1t2	bcHAHU	715	9.79020979020979	NK cells resting	tNK cells	tNK1	True	147.216131639333	-600.300779198686	True	200.721177057023	-912.291384474816	True	189.845116610277	808.301064038447	False	NA	NA	False	NA	NA	10840	545	0.950906348579446	0.8512783922757	2.80734267154638	3	0
p1	tumor	p1t	p1t2	bcHBJA	939	5.85729499467519	NK cells activated	tNK cells	tNK1	True	-95.3538754550586	-464.060985666755	True	334.572905797699	-1037.85798625579	True	444.071581427243	759.495231194298	False	NA	NA	False	NA	NA	10535	546	0.911275598183626	1.01933333059205	3.4274825088114	3	1.71036235378305
p1	tumor	p1t	p1t1	bcHDMH	1497	13.1596526386106	NK cells activated	tNK cells	tNK1	True	-68.5804725734703	-660.443625096465	True	94.3705808961833	-918.915753875046	True	162.963399780397	966.48287008902	False	NA	NA	False	NA	NA	7442	547	1.02560700990729	0.659347621401677	3.31537380138342	3	2.26287854686715
p7	tumor	p7t	p7t2	bcFGYO	2010	7.86069651741293	T cells CD8	tNK cells	tNK2	True	-118.139153939419	-285.034713471232	True	470.556835964067	-1076.3859573165	True	536.050153342436	727.223448881505	False	NA	NA	False	NA	NA	52996	548	0.980798560203328	-0.00582075337516347	-2.89125738224085	1	0
p7	tumor	p7t	p7t2	bcBVRK	1114	11.0412926391382	T cells CD4 memory resting	tNK cells	tNK1	True	-49.6153312846622	-101.047155771103	True	649.795914629357	-1307.67847432548	True	644.816393153503	591.203761787763	False	NA	NA	False	NA	NA	52132	549	0.963215093894512	-0.220746117035022	-0.181480474081591	2	1.49168049210222
p7	tumor	p7t	p7t1	bcGBSO	1358	6.9219440353461	NK cells resting	tNK cells	tNK1	True	-87.6809978094134	-499.556744389558	True	275.070875836978	-987.516335694008	True	303.5755811079	884.933735249144	False	NA	NA	False	NA	NA	51478	550	1.21247469600031	1.4299076475705	-0.529816045668677	4	1.74928122911558
p7	tumor	p7t	p7t1	bcBXKK	560	8.75	T cells CD8	tNK cells	tNK1	True	-102.168058627315	-304.822857102194	True	402.73872884984	-1046.01964242465	True	502.971416538171	726.072126634565	False	NA	NA	False	NA	NA	49751	551	0.988412165378319	0.0593264975155683	-1.068983174172	4	0
p6	tumor	p6t	p6t2	bcHDDF	696	17.3850574712644	T cells CD8	tNK cells	tNK1	True	-52.448956774764	-191.188723155018	True	529.767109444852	-1227.77978064118	True	513.887147088923	648.105378183636	False	NA	NA	False	NA	NA	47318	552	0.795431625042772	0.158082512816319	-1.32588968357141	2	2.17386857278363
p6	tumor	p6t	p6t2	bcGYTB	852	16.4319248826291	NK cells resting	tNK cells	tNK1	True	-109.735926415695	-337.48923014983	True	397.914523358626	-976.601288492069	True	492.474918356144	793.758023618797	False	NA	NA	False	NA	NA	45486	553	0.87455091870489	0.167572227915654	-1.42849532445963	4	0
p5	tumor	p5t	p5t2	bcAYBW	455	12.7472527472527	NK cells resting	tNK cells	tNK1	True	-66.246884668917	-655.250755876282	True	-231.568918276736	-907.087947143409	True	178.183018855969	946.836569155949	False	NA	NA	False	NA	NA	40652	554	0.866386049015049	-0.0775963387881426	3.68183436313574	3	0
p5	tumor	p5t	p5t1	bcFLKE	496	9.4758064516129	T cells CD4 memory resting	tNK cells	tNK1	True	-80.8305116275901	-134.411302817531	True	609.667524507453	-992.844923875613	True	622.864139021237	681.657938534105	False	NA	NA	False	NA	NA	38772	555	0.998377648347587	1.0383847632016	0.869666837844297	4	0
p4	tumor	p4t	p4t3	bcELMP	732	9.01639344262295	T cells CD4 memory resting	tNK cells	tNK1	True	10.3723727006375	86.4587957871761	True	634.261523293329	-1367.27473013362	True	636.449446162813	695.549220430171	False	NA	NA	False	NA	NA	36574	556	0.872361448898655	-1.71306255678283	-1.17726657470758	2	0
p4	tumor	p4t	p4t3	bcFSPT	775	9.80645161290323	NK cells resting	tNK cells	tNK1	True	-110.066369533571	-327.757883033777	True	373.527446049843	-1016.53303790913	True	631.351926993353	713.866793031755	False	NA	NA	False	NA	NA	36556	557	0.959991335019474	0.429681507548222	-0.383567325082377	3	2.63857725686376
p4	tumor	p4t	p4t3	bcFKGX	1408	8.52272727272727	T cells CD4 memory resting	tNK cells	tNK1	True	-132.024692386272	-345.87518989657	True	442.680551250055	-1060.02475719065	True	526.496446603495	743.354284380716	False	NA	NA	False	NA	NA	36140	558	0.874315968206811	-1.6100697837268	-1.53323159297998	2	1.36712228684501
p4	tumor	p4t	p4t3	bcBYVL	465	3.44086021505376	T cells CD8	tNK cells	tNK2	True	-106.016539504871	-359.983087703785	True	495.150493587307	-1113.30894593358	True	494.612043977846	821.856378257744	False	NA	NA	False	NA	NA	35931	559	1.09646079119945	-2.12001422266113	-1.81581292232569	2	0
p4	tumor	p4t	p4t2	bcFJUU	389	2.82776349614396	NK cells activated	tNK cells	tNK1	True	-74.240238652291	-374.276739548022	True	452.945733499562	-1094.11710836615	True	430.393794442191	774.345505336401	False	NA	NA	False	NA	NA	34723	560	1.14354439639902	0.681692329844365	1.55157699504797	3	0
p4	tumor	p4t	p4t1	bcFRDH	1105	7.60180995475113	NK cells activated	tNK cells	tNK1	True	-121.500353945702	-467.473052234548	True	351.281351300339	-1018.21063411851	True	455.143166747644	785.170578890843	False	NA	NA	False	NA	NA	33434	561	0.792010311833976	-2.05272308210479	-2.15030047973688	2	1.68788476203255
p3	tumor	p3t	p3t3	bcFFNX	1320	8.40909090909091	T cells CD8	tNK cells	tNK1	True	-71.8942777542038	-153.234910130758	True	392.663555927253	-1021.9016043291	True	497.928663431932	716.857852678676	False	NA	NA	False	NA	NA	29610	562	1.12724522409473	0.866272775133976	-0.564995973613814	4	2.29878723796018
p3	tumor	p3t	p3t2	bcEXYD	1015	12.7093596059113	NK cells resting	tNK cells	tNK1	True	-96.2829023058019	-152.80737543025	True	447.220044573903	-1058.78554933056	True	499.809642078803	640.147516082343	False	NA	NA	False	NA	NA	26594	563	0.97239526476008	-0.102227809229961	0.145589076671048	1	2.3045925218828
p3	tumor	p3t	p3t2	bcGLJO	1525	8.32786885245902	NK cells resting	tNK cells	tNK1	True	-66.1724695288079	-627.524095604652	True	135.52609868582	-937.519277749998	True	175.934213654432	946.406734295139	False	NA	NA	False	NA	NA	26390	564	1.0586395765749	-0.945559593239894	2.56012716213171	3	2.20581243711982
p3	tumor	p3t	p3t2	bcGSCA	1064	9.77443609022556	NK cells resting	tNK cells	tNK1	True	-86.6364700344299	-579.465354197497	True	242.409770572341	-978.535829391238	True	337.598540938465	881.146610579086	False	NA	NA	False	NA	NA	26323	565	1.07435557728534	1.0067685522641	-0.535248472598151	4	1.43351847775948
p3	tumor	p3t	p3t2	bcCZUA	1454	7.97799174690509	NK cells resting	tNK cells	tNK2	True	-175.756916498814	-507.458529025674	True	368.924157535286	-939.310818353611	True	440.292897031508	918.286988845719	False	NA	NA	False	NA	NA	25281	566	1.00309283463493	1.4978027023877	-1.87101075729425	4	1.22231950267736
p3	tumor	p3t	p3t1	bcCCSW	1192	5.78859060402685	NK cells activated	tNK cells	tNK1	True	-70.0713782969654	-618.361210923442	True	118.014523299118	-920.843393810893	True	191.660290210358	938.890266366948	False	NA	NA	False	NA	NA	24091	567	1.14904770857967	1.08262571473969	2.38311114231054	3	1.94086848567565
p3	tumor	p3t	p3t1	bcAPFU	701	6.41940085592011	T cells CD4 memory resting	tNK cells	tNK1	True	-72.2604428086076	-126.773890861614	True	605.988459113164	-1279.62467198592	True	690.390724741672	517.573562145152	False	NA	NA	False	NA	NA	23515	568	1.06558121216733	0.818878737887272	-0.118133134451464	4	0
p1	tumor	p1t	p1t4	bcGFFC	1036	5.5019305019305	NK cells resting	tNK cells	tNK1	True	-101.035361692004	-340.306551872763	True	357.502536056087	-1002.87760309417	True	454.427193358521	746.691447001359	False	NA	NA	False	NA	NA	15371	569	1.06619573905317	1.80489060064209	-0.644746891465739	4	0
p1	tumor	p1t	p1t4	bcDHAL	1555	6.68810289389068	T cells CD8	tNK cells	tNK1	True	-19.9584146274207	-202.090928797878	True	448.633088743482	-1217.31374379136	True	500.794902062601	705.016317646019	False	NA	NA	False	NA	NA	15223	570	0.931819621299821	-1.33749541858779	0.0911786786646092	2	2.32938697918282
p1	tumor	p1t	p1t4	bcADLS	1050	6.66666666666667	NK cells activated	tNK cells	tNK1	True	-66.867112918339	-622.688106459199	True	157.954139804804	-948.155437033171	True	192.770529285706	942.745283727604	False	NA	NA	False	NA	NA	14928	571	1.04727283571788	0.724748221835026	3.62348093906347	3	0
p1	tumor	p1t	p1t4	bcEYVD	2246	5.3873552983081	NK cells resting	tNK cells	tNK2	True	-168.251135940523	-466.660863833042	True	412.59723367689	-962.308592797036	True	540.780410126453	813.687102199907	False	NA	NA	False	NA	NA	14752	572	1.15811281783675	1.79265376706971	-1.3390289314657	4	2.63990591210162
p1	tumor	p1t	p1t4	bcAANY	1733	4.61627236006924	NK cells activated	tNK cells	tNK1	True	-72.3625988079886	-625.129892398734	True	176.609855083029	-976.158718144702	True	305.049400744425	856.516785157852	False	NA	NA	False	NA	NA	14692	573	1.10824918540485	0.886707035502324	3.09123649517004	3	0
p1	tumor	p1t	p1t4	bcHIJH	1326	7.08898944193062	T cells CD8	tNK cells	tNK1	True	-115.892895530614	-328.085520598407	True	395.522233674784	-1057.61654114477	True	488.10515183849	739.103916647273	False	NA	NA	False	NA	NA	13904	574	0.935233942642946	-1.04136625150787	-2.20836315235193	2	0
p1	tumor	p1t	p1t3	bcDFQS	2041	7.79029887310142	NK cells resting	tNK cells	tNK1	True	-119.027799500943	-447.518133365726	True	373.199791786611	-1009.27668680829	True	401.185786148376	849.27893149567	False	NA	NA	False	NA	NA	13730	575	1.08902089813994	1.3608410038556	-0.562088466492251	4	0
p1	tumor	p1t	p1t3	bcIAKL	584	6.16438356164384	T cells CD8	tNK cells	tNK1	True	-65.0266634270826	10.0699912363694	True	538.765890415581	-1242.40492075125	True	607.67825808611	626.658380734017	False	NA	NA	False	NA	NA	13686	576	1.03415193705273	1.13953122278107	0.0015852681726658	4	0
p1	tumor	p1t	p1t2	bcEGEU	821	12.6674786845311	NK cells resting	tNK cells	tNK1	True	-123.079908677289	-428.748978897288	True	698.059090932453	-1582.73175405272	True	449.984492411867	764.170573006349	False	NA	NA	False	NA	NA	12172	577	0.941341433146265	-0.712081583539119	-1.32452640613611	2	0
p1	tumor	p1t	p1t1	bcCKIT	1329	7.37396538750941	NK cells resting	tNK cells	tNK2	True	-150.920967084771	-475.73959290958	True	383.239487392533	-984.22685043058	True	456.335951255792	880.536319145065	False	NA	NA	False	NA	NA	9643	578	0.989729692980307	0.600047556361088	-1.47164282878931	4	0
p1	tumor	p1t	p1t1	bcHAUQ	597	8.04020100502512	NK cells resting	tNK cells	tNK1	True	-65.9624121136041	-631.634419080922	True	-104.121256257812	-929.853662335415	True	186.211918048857	912.777624540388	False	NA	NA	False	NA	NA	8461	579	1.1209719528234	0.58186670919312	2.0639788142771	3	0
p4	tumor	p4t	p4t3	bcDQFE	1145	13.8864628820961	T cells CD8	tNK cells	tNK1	True	-76.701476811705	-427.542418776629	True	55.4377575059495	-1045.70388421379	True	374.651139128154	798.995944132082	False	NA	NA	False	NA	NA	36964	580	0.820806018058409	-1.60202613691436	0.10174413839285	2	1.61776718450153
p4	tumor	p4t	p4t3	bcHAVW	998	8.71743486973948	NK cells resting	tNK cells	tNK1	True	-121.09901559418	-374.634604311487	True	381.162842757352	-1013.16338697346	True	470.235776260036	782.646253495977	False	NA	NA	False	NA	NA	36222	581	0.85608232045897	-1.86352649549591	-1.63648042758997	2	1.71190657649202
p4	tumor	p4t	p4t2	bcHPXU	614	5.53745928338762	NK cells activated	tNK cells	tNK1	True	-100.647928407329	-374.951106247442	True	379.649660510997	-979.753835954154	True	463.082403006009	781.580482519014	False	NA	NA	False	NA	NA	34738	582	1.04743624477412	1.57088383813752	-0.525143220332221	4	0
p1	tumor	p1t	p1t4	bcGKPK	947	7.81414994720169	NK cells resting	tNK cells	tNK1	True	-49.5427484005284	-687.92043981445	True	-333.403340271366	-893.260556168914	True	132.245524822969	978.818735775987	False	NA	NA	False	NA	NA	14628	583	1.02103960415648	0.200790254076848	3.28248133579199	3	0
p1	tumor	p1t	p1t1	bcGYFB	463	8.207343412527	NK cells activated	tNK cells	tNK1	True	-104.706533012755	-173.575326718428	True	497.146534917528	-1138.06200215403	True	499.960441243497	778.546434118017	False	NA	NA	False	NA	NA	9230	584	1.15614786207503	1.9817852654065	-1.02937845071848	4	2.21180624684498
p5	tumor	p5t	p5t2	bcCEFM	1600	7.25	T cells CD4 memory resting	tNK cells	tNK1	True	-47.9516980808168	-119.107558483556	True	751.799696386296	-1514.84851688043	True	543.041211001602	666.938553807709	False	NA	NA	False	NA	NA	40955	585	0.893667772686139	-1.26116076330291	-1.11084643682535	2	1.23873109404858
p3	tumor	p3t	p3t1	bcFCHZ	1325	7.54716981132075	T cells CD4 memory resting	tNK cells	tNK2	True	-120.208394116763	-347.77832103712	True	435.655879766306	-1000.23271279218	True	505.633428332822	835.761309864234	False	NA	NA	False	NA	NA	22235	586	1.03876078008793	0.450187353094945	-3.13163290103968	1	1.27069617365617
p1	tumor	p1t	p1t4	bcFVUR	1677	4.77042337507454	NK cells resting	tNK cells	tNK2	True	-144.215823539213	-457.5814467372	True	384.571663234129	-956.376359299951	True	433.47153549083	864.549449089451	False	NA	NA	False	NA	NA	15351	587	1.04412961804319	1.58716103216065	-1.0234002240568	4	3.30509446150193
p1	tumor	p1t	p1t1	bcHYNH	674	4.74777448071217	NK cells activated	tNK cells	tNK2	True	-146.242896991641	-517.980269091597	True	28.7225555030022	-981.000827411028	True	424.555680047692	946.448661391665	False	NA	NA	False	NA	NA	8037	588	1.07040234410885	1.75748607297791	-1.81438574871118	4	2.67592840476164
p3	tumor	p3t	p3t3	bcEFXW	1343	8.56291883842144	NK cells resting	tNK cells	tNK2	True	-157.318506199054	-454.738844384863	True	389.128188591587	-968.047937480113	True	472.955626140294	861.670226303475	False	NA	NA	False	NA	NA	31791	589	1.0590540929757	1.07048377176178	-0.591350591984347	4	3.87493064972822
p4	tumor	p4t	p4t1	bcHTNC	968	4.02892561983471	NK cells activated	tNK cells	tNK1	True	-114.365264428822	-372.656091034561	True	365.686270211711	-981.71629505027	True	458.931881227461	768.164933436856	False	NA	NA	False	NA	NA	32399	590	1.00419523695884	-1.95700922826873	-1.72907791217859	2	0
p3	tumor	p3t	p3t2	bcFCFJ	375	6.66666666666667	NK cells resting	tNK cells	tNK1	True	-74.4341906288629	-599.694876397127	True	129.792228923118	-933.676354347227	True	174.436233821876	944.09020724915	False	NA	NA	False	NA	NA	27638	591	1.14204914997243	-0.0611988923941759	3.12020316043799	3	0
p3	tumor	p3t	p3t2	bcBUXW	1469	7.48808713410483	T cells CD4 memory resting	tNK cells	tNK1	True	-80.1125827105397	-198.254832931136	True	753.527523660999	-1165.39612933848	True	491.122547841349	795.366400650362	False	NA	NA	False	NA	NA	25931	592	0.942834706871526	-0.823579641381374	-2.4562278755575	2	0
p1	tumor	p1t	p1t2	bcBSXS	2183	5.49702244617499	NK cells activated	tNK cells	tNK2	True	-164.261171011664	-468.127238860599	True	402.433511633831	-952.227346526379	True	501.025219594277	873.482439198069	False	NA	NA	False	NA	NA	11998	593	0.902516490955524	1.55403670450104	-2.10065898975428	1	2.30679201827445
p1	tumor	p1t	p1t1	bcGXJE	1042	4.70249520153551	NK cells resting	tNK cells	tNK2	True	-124.338836747359	-395.272545640785	True	397.651326374074	-1007.86290627841	True	485.64618847757	823.365478460245	False	NA	NA	False	NA	NA	8328	594	1.06732580554615	1.76742049833191	-1.00670996984537	4	1.45859268596687
p7	tumor	p7t	p7t2	bcCQQV	1090	3.57798165137615	Eosinophils	tNK cells	tNK1	True	-72.2648652554919	-379.69732139614	True	471.382198724536	-1082.35311622504	True	301.857280407062	872.856994077782	False	NA	NA	False	NA	NA	54058	595	0.994631227944876	1.36064621587647	1.85966696659033	1	2.19759217870024
p6	tumor	p6t	p6t2	bcAHDP	682	13.4897360703812	NK cells resting	tNK cells	tNK2	True	-170.880525233431	-486.406882459518	True	364.339140134537	-932.50735680517	True	462.385147212514	904.584228301127	False	NA	NA	False	NA	NA	46220	596	0.948039165374493	0.385123161276707	-1.64609572967584	4	0
p4	tumor	p4t	p4t3	bcBNDD	665	17.593984962406	T cells CD8	tNK cells	tNK1	True	-127.437425584056	-439.007955250164	True	482.488942528615	-1147.90105241225	True	458.963532607807	726.087510878563	False	NA	NA	False	NA	NA	37009	597	0.82963488695152	-1.85458627561676	-1.40947715124185	2	0
p3	tumor	p3t	p3t1	bcIJRP	1508	5.63660477453581	NK cells activated	tNK cells	tNK2	True	-165.923982704969	-478.054764547203	True	397.94676717053	-962.409820607276	True	491.683880890622	877.597841222748	False	NA	NA	False	NA	NA	23015	598	1.10077830702429	1.47906240602387	-2.20330355247553	1	3.00511084980414
p1	tumor	p1t	p1t2	bcFCKL	1197	4.34419381787803	T cells CD8	tNK cells	tNK1	True	-69.2424288058444	-629.242998922695	True	116.523828584722	-930.978456237323	True	210.211469625307	932.320213327695	False	NA	NA	False	NA	NA	12281	599	1.12961183676417	0.440575031241307	3.70838942447607	3	1.2857443397153
p1	tumor	p1t	p1t2	bcCFUD	1180	6.86440677966102	NK cells activated	tNK cells	tNK2	True	-174.716189650431	-468.691489452238	True	406.336393046384	-944.889222167701	True	467.449844044503	893.928151795169	False	NA	NA	False	NA	NA	11463	600	1.22247937940929	1.77365156789673	-1.13246724685724	4	1.23141794297622
p4	tumor	p4t	p4t3	bcFPMW	862	9.28074245939675	NK cells resting	tNK cells	tNK1	True	-98.3036614110354	-299.061156205072	True	492.46637775994	-1153.41069303447	True	517.980388957172	693.34181875623	False	NA	NA	False	NA	NA	35824	601	0.948006666736596	-1.98897531847107	-2.14895413002069	2	0
p4	tumor	p4t	p4t2	bcFJOG	1288	14.7515527950311	T cells CD4 memory resting	tNK cells	tNK1	True	-93.6172236092964	-211.651606420306	True	464.119365705724	-1046.7319698743	True	562.297811267838	564.008568437484	False	NA	NA	False	NA	NA	34494	602	0.924786901832298	-1.79892030576812	-1.29467604240473	2	1.39642350677267
p4	tumor	p4t	p4t2	bcGHZI	1121	7.76092774308653	NK cells resting	tNK cells	tNK1	True	-149.63334475985	-456.127297571706	True	385.563561416665	-1022.71305613809	True	460.372822252007	790.893742661622	False	NA	NA	False	NA	NA	34433	603	0.942379946682582	-2.12537744859802	-2.08649311145838	2	2.22691704157745
p3	tumor	p3t	p3t3	bcFMPL	464	8.83620689655172	T cells CD4 memory resting	tNK cells	tNK1	True	-80.6332791178141	-424.428209358565	True	249.024246427867	-1007.07537977556	True	407.351011192726	787.698074038611	False	NA	NA	False	NA	NA	28931	604	0.980174840161692	0.8815917648877	-0.384647100475386	4	0
p3	tumor	p3t	p3t3	bcICFO	526	11.5969581749049	T cells follicular helper	tNK cells	tNK2	True	-104.533682557662	-331.838073382946	True	398.707467489862	-988.230816550008	True	530.182448367463	781.66741988066	False	NA	NA	False	NA	NA	28607	605	0.90714944279207	0.423517850836644	-2.71040067752893	1	3.72523776803158
p3	tumor	p3t	p3t2	bcGKZO	1420	7.6056338028169	NK cells resting	tNK cells	tNK1	True	-64.2035101557729	-646.47977468069	True	147.131282221501	-932.777844021693	True	163.252361171818	953.285744599475	False	NA	NA	False	NA	NA	25245	606	1.07286741902753	-0.776307197610012	1.91713561931555	3	1.82891986167882
p3	tumor	p3t	p3t1	bcGHEH	873	12.7147766323024	T cells CD4 memory resting	tNK cells	tNK1	True	-93.3309747879837	-376.523943324044	True	441.818963972458	-1051.74434268074	True	434.792949089915	814.468159447957	False	NA	NA	False	NA	NA	24895	607	0.914923554889002	-0.61702114562141	-1.50204668125208	2	0
p3	tumor	p3t	p3t1	bcIBEP	1304	9.04907975460123	T cells CD4 memory resting	tNK cells	tNK1	True	-37.2911513945143	30.47035034379	True	633.892509162967	-1316.11573566511	True	558.949298482146	689.042146950979	False	NA	NA	False	NA	NA	23408	608	0.921528614863271	0.0647184826935621	-3.42498169025476	1	0
p3	tumor	p3t	p3t1	bcHHVY	778	3.08483290488432	T cells CD4 memory resting	tNK cells	tNK1	True	-6.31293843232404	31.6482689455959	True	586.098071409507	-1310.66306892014	True	706.095505124975	555.478795869115	False	NA	NA	False	NA	NA	22886	609	1.03779476750445	-0.421995655955842	-0.58504927834566	4	0
p1	tumor	p1t	p1t4	bcBNEF	694	8.78962536023055	NK cells activated	tNK cells	tNK2	True	-177.280436179927	-520.695887203979	True	312.257065622019	-957.77664356441	True	423.089577265773	934.483029108156	False	NA	NA	False	NA	NA	13889	610	0.970036646730149	1.42363807340516	-2.63803896984156	1	3.65003201770519
p7	tumor	p7t	p7t1	bcHCKY	1552	11.1469072164948	T cells CD8	tNK cells	tNK2	True	-153.169574918385	-385.811643584354	True	392.540348062739	-1005.20847445671	True	529.248299266336	768.059113839902	False	NA	NA	False	NA	NA	49771	611	1.07143857176302	0.879594055613408	-0.634571097102717	4	3.00290731841161
p3	tumor	p3t	p3t2	bcDOYC	1301	6.76402767102229	NK cells resting	tNK cells	tNK2	True	-158.91494086899	-455.458899733603	True	370.228036927888	-946.047849951524	True	438.419840737812	903.856810064328	False	NA	NA	False	NA	NA	26829	612	1.02164189173098	1.03643116136445	-2.63639721950586	1	3.49065472127811
p3	tumor	p3t	p3t1	bcHIHQ	2318	8.23986194995686	T cells follicular helper	tNK cells	tNK1	True	-49.2657598972741	30.1132711966533	True	984.615932618768	-1049.38170113079	True	563.916055356599	408.658123452847	False	NA	NA	False	NA	NA	23307	613	1.0363204449448	-0.541675674120059	-2.72490272602136	1	0
p1	tumor	p1t	p1t4	bcIAVP	1587	6.49023314429742	NK cells activated	tNK cells	tNK2	True	-169.954246022551	-493.779121130988	True	349.760649407997	-937.277164919612	True	467.504437050429	887.803560305195	False	NA	NA	False	NA	NA	14409	614	0.992707483698931	1.12775704046143	-2.99782595714624	1	3.73797092919168
p1	tumor	p1t	p1t3	bcFFSR	3204	7.17852684144819	NK cells resting	tNK cells	tNK1	True	-129.96877494097	-382.341314895155	True	379.449455046027	-986.44137273492	True	521.152820994744	779.190494910408	False	NA	NA	False	NA	NA	12915	615	1.1005592664723	1.35873469491852	-1.61222646316584	4	1.68067019115731
p1	tumor	p1t	p1t1	bcFDFQ	1614	9.4175960346964	NK cells activated	tNK cells	tNK1	True	-118.108052465379	-292.207240282088	True	408.450250017705	-982.952860266144	True	521.423515297054	772.566925377904	False	NA	NA	False	NA	NA	8582	616	1.11616486729036	1.35265525957001	-1.35227791151102	4	0
p1	tumor	p1t	p1t1	bcBGXN	517	4.06189555125725	T cells CD8	tNK cells	tNK1	True	-49.815816836338	-275.672272365207	True	473.203815922109	-1228.87662048607	True	626.853204728672	701.28941175434	False	NA	NA	False	NA	NA	8040	617	0.979812484469838	1.03007909437073	-0.749844110813693	4	2.27458832392611
p7	tumor	p7t	p7t1	bcHIPP	1687	10.8476585655009	NK cells activated	tNK cells	tNK2	True	-174.45756693098	-552.330827443526	True	311.87253280724	-873.72651574352	True	420.363316309302	954.69310102376	False	NA	NA	False	NA	NA	50839	618	1.02780992430059	1.41828903337372	-2.5973182686239	1	2.72404444197381
p7	tumor	p7t	p7t1	bcHEVM	1757	4.72396129766648	NK cells activated	tNK cells	tNK2	True	-147.790479758635	-462.144344923434	True	345.959922716868	-977.549934101316	True	454.638630012314	908.746039386211	False	NA	NA	False	NA	NA	50677	619	1.0071320056033	1.89005991598023	-2.57569680294092	1	2.1032023499109
p4	tumor	p4t	p4t3	bcHBFE	708	6.77966101694915	T cells CD4 memory resting	tNK cells	tNK1	True	94.5835099190109	322.431025846012	True	801.977753238548	-1699.26508502641	True	583.788249771527	177.550795711601	False	NA	NA	False	NA	NA	36732	620	0.672555159569767	-1.47781267980682	-1.40655336460169	2	0
p3	tumor	p3t	p3t2	bcENRM	1844	7.75488069414317	NK cells resting	tNK cells	tNK2	True	-155.651954957496	-433.91604729451	True	412.263137856216	-983.075271285002	True	483.727391487201	837.751398386819	False	NA	NA	False	NA	NA	26281	621	1.02438300247886	0.941152421435246	-2.72795806011255	1	3.7390655143098
p3	tumor	p3t	p3t2	bcBWPI	2254	6.83229813664596	T cells CD8	tNK cells	tNK2	True	-150.600350935528	-435.604080018557	True	388.195479936181	-1052.29753331064	True	481.426439215161	861.744482310846	False	NA	NA	False	NA	NA	25954	622	0.990486315574891	0.944331375559697	-3.26429591259058	1	2.99417497372241
p3	tumor	p3t	p3t1	bcIALY	982	6.31364562118126	NK cells resting	tNK cells	tNK1	True	-65.2928867437463	-618.585347160797	True	167.446840937126	-947.592482245972	True	196.956563616157	933.743539528945	False	NA	NA	False	NA	NA	23382	623	1.09236273141074	0.523360220393071	2.38677611270849	3	0
p1	tumor	p1t	p1t4	bcAYSN	708	5.50847457627119	NK cells resting	tNK cells	tNK1	True	-68.2951217350459	-594.790447871196	True	-154.21801837112	-909.301196172867	True	147.818268372828	962.544835390982	False	NA	NA	False	NA	NA	14186	624	1.16498536263037	1.97643062253846	-0.269853404965953	3	1.7473884002475
p3	tumor	p3t	p3t3	bcHGMK	951	7.465825446898	NK cells resting	tNK cells	tNK1	True	-76.2622683955702	-656.202175302381	True	202.944332733192	-954.35430773491	True	188.264817841794	951.632321193568	False	NA	NA	False	NA	NA	30616	625	1.05810027289932	-0.250524657169452	2.28672709384863	3	0
p3	tumor	p3t	p3t3	bcFWUJ	1011	8.30860534124629	NK cells resting	tNK cells	tNK1	True	-65.2761989485556	-440.241947336384	True	323.301780429176	-1045.42035694052	True	362.67490311948	814.953224988981	False	NA	NA	False	NA	NA	28560	626	0.968236504805197	-0.711341115037075	2.29252185741369	3	0
p3	tumor	p3t	p3t2	bcCZQT	1287	5.98290598290598	T cells CD8	tNK cells	tNK2	True	-155.377069615386	-376.265618135752	True	549.875568226223	-938.081675797342	True	496.529027321977	805.563443333441	False	NA	NA	False	NA	NA	26162	627	1.01986665714926	0.477016416987309	-3.04246816715296	1	1.31117727327324
p3	tumor	p3t	p3t2	bcCYHY	1382	7.16353111432706	T cells CD4 memory resting	tNK cells	tNK1	True	-36.3089842910605	342.075791217163	True	505.264186045342	-1399.20697410745	True	626.404702351891	269.018571877921	False	NA	NA	False	NA	NA	24993	628	0.924369263589903	-0.996338637868038	-2.24827191909845	2	0
p3	tumor	p3t	p3t1	bcCDMH	1329	9.40556809631302	T cells CD8	tNK cells	tNK1	True	-95.0044410361392	-234.919736381926	True	571.132290452808	-1285.76356510353	True	525.999997709055	729.494836886607	False	NA	NA	False	NA	NA	21832	629	1.03438875415617	-0.47816541636931	0.130856000575467	1	3.44643705276387
p1	tumor	p1t	p1t4	bcHCDI	1565	6.64536741214058	NK cells resting	tNK cells	tNK1	True	-57.1695809497902	-615.21173915042	True	67.6555103865518	-930.509659496592	True	190.827081171538	928.455105076684	False	NA	NA	False	NA	NA	13971	630	1.03162583324508	0.176680830916295	3.40764679828589	3	0
